City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description,Rain (Inches),Snow (Inches)
300,Parsons,US,37.34,-95.26,80.01,47,1,5.82,clear sky,0.0,0.0
301,Yerbogachen,RU,61.28,108.01,44.44,65,95,4.43,overcast clouds,0.0,0.0
302,Homer,US,59.64,-151.55,52.0,87,1,4.7,clear sky,0.0,0.0
303,Baiao,BR,-2.79,-49.67,81.55,92,72,2.77,moderate rain,0.1,0.0
304,Luneville,FR,48.6,6.5,80.6,30,1,16.11,clear sky,0.0,0.0
305,Prince Rupert,CA,54.32,-130.32,51.8,76,75,4.7,broken clouds,0.0,0.0
306,Santa Cruz Del Sur,CU,20.71,-78.0,85.89,64,63,9.84,light rain,0.0,0.0
307,Mormugao,IN,15.4,73.8,84.97,84,97,8.14,overcast clouds,0.0,0.0
308,Quatre Cocos,MU,-20.21,57.76,71.6,88,20,2.24,few clouds,0.0,0.0
309,Claremore,US,36.31,-95.62,80.01,56,0,5.82,clear sky,0.0,0.0
310,Samarkand,UZ,39.65,66.96,73.4,46,0,9.17,clear sky,0.0,0.0
311,Rocky Mountain House,CA,52.37,-114.92,67.68,64,47,11.77,scattered clouds,0.0,0.0
312,Yakima,US,46.47,-120.67,82.4,37,1,10.29,clear sky,0.0,0.0
313,Gualaco,HN,15.05,-86.05,82.15,56,77,4.88,light rain,0.0,0.0
314,Mbaiki,CF,3.87,17.99,70.11,97,100,1.54,overcast clouds,0.0,0.0
315,Sedalia,US,38.7,-93.23,75.2,44,1,8.05,clear sky,0.0,0.0
316,Xuddur,SO,4.12,43.89,78.76,64,99,12.91,overcast clouds,0.0,0.0
317,Ati,TD,13.22,18.34,98.69,19,67,2.44,broken clouds,0.0,0.0
318,Cuenca,EC,-2.88,-78.98,62.6,82,90,9.17,light rain,0.0,0.0
319,Lorengau,PG,-2.02,147.27,81.55,78,31,4.41,scattered clouds,0.0,0.0
320,Bolobo,CD,-2.17,16.23,74.86,86,100,1.95,overcast clouds,0.0,0.0
321,Presidente Epitacio,BR,-21.76,-52.12,78.24,41,0,4.47,clear sky,0.0,0.0
322,The Valley,AI,18.22,-63.06,84.0,72,91,8.99,overcast clouds,0.0,0.0
323,Waw,SS,7.7,28.0,80.47,70,94,5.01,light rain,0.0,0.0
324,Vaitape,PF,-16.52,-151.75,81.64,79,4,20.02,light rain,0.0,0.0
325,Soyo,AO,-6.13,12.37,77.13,82,67,7.29,broken clouds,0.0,0.0
326,Kutum,SD,14.2,24.67,80.24,16,18,9.28,few clouds,0.0,0.0
327,Praia,CV,14.92,-23.51,82.4,54,20,18.34,few clouds,0.0,0.0
328,Kieta,PG,-6.22,155.63,79.41,79,99,1.79,overcast clouds,0.0,0.0
329,Codrington,AU,-38.27,141.97,49.33,93,65,10.94,broken clouds,0.0,0.0
330,Hwange,ZW,-18.37,26.5,64.0,42,4,1.59,clear sky,0.0,0.0
331,Lisala,CD,2.15,21.52,73.4,94,92,1.92,light rain,0.0,0.0
332,Snasa,NO,64.25,12.38,63.73,59,0,3.94,clear sky,0.0,0.0
333,Nouakchott,MR,18.09,-15.98,75.2,69,0,25.28,sand,0.0,0.0
334,Port Blair,IN,11.67,92.75,83.41,77,99,5.61,overcast clouds,0.0,0.0
335,Lavrentiya,RU,65.58,-171.0,41.59,66,57,8.46,broken clouds,0.0,0.0
336,Sangar,RU,63.92,127.47,38.03,79,96,1.21,light rain,0.0,0.0
337,Ahipara,NZ,-35.17,173.17,57.29,88,100,6.89,light rain,0.0,0.0
338,Agfalva,HU,47.69,16.52,62.6,45,20,11.41,few clouds,0.0,0.0
339,Bacolod,PH,10.67,122.95,80.38,80,50,6.58,moderate rain,0.1,0.0
340,Jauja,PE,-11.78,-75.5,61.61,27,17,6.31,few clouds,0.0,0.0
341,Moranbah,AU,-22.0,148.05,57.79,93,4,7.02,clear sky,0.0,0.0
342,Avera,US,33.19,-82.53,86.0,62,75,4.7,broken clouds,0.0,0.0
343,Oktyabrskiy,RU,54.48,53.47,61.39,81,16,4.94,few clouds,0.0,0.0
344,Pathein,MM,16.78,94.73,83.95,74,94,4.29,overcast clouds,0.0,0.0
345,Vagur,FO,61.47,-6.81,52.99,80,97,14.67,overcast clouds,0.0,0.0
346,Kirkland Lake,CA,48.14,-80.04,44.6,75,90,13.87,overcast clouds,0.0,0.0
347,Cervo,ES,43.67,-7.41,66.56,73,28,7.02,scattered clouds,0.0,0.0
348,Thinadhoo,MV,0.53,72.93,84.11,71,83,9.13,broken clouds,0.0,0.0
349,San Antonio,US,29.42,-98.49,84.0,47,20,8.05,few clouds,0.0,0.0
350,Aktash,RU,50.3,87.73,38.89,86,86,6.4,light rain,0.0,0.0
351,Urucara,BR,-2.54,-57.76,83.5,90,38,3.94,moderate rain,0.1,0.0
352,Brae,GB,60.4,-1.35,60.8,51,82,16.11,broken clouds,0.0,0.0
353,Tibati,CM,6.47,12.63,72.45,86,100,2.86,light rain,0.0,0.0
354,Halifax,CA,44.65,-63.57,61.0,82,100,3.0,light rain,0.0,0.0
355,Hofn,IS,64.25,-15.21,49.59,85,84,3.85,broken clouds,0.0,0.0
356,Conde,BR,-7.26,-34.91,84.2,74,40,11.41,scattered clouds,0.0,0.0
357,Lagoa,PT,39.05,-27.98,63.77,94,100,15.05,light rain,0.0,0.0
358,Sola,VU,-13.88,167.55,81.25,82,80,9.42,broken clouds,0.0,0.0
359,Cayenne,GF,4.93,-52.33,87.8,62,75,12.75,broken clouds,0.0,0.0
360,Margate,GB,51.38,1.39,66.0,56,0,3.0,clear sky,0.0,0.0
361,Rock Springs,US,41.59,-109.2,73.4,40,1,6.93,clear sky,0.0,0.0
362,Bressuire,FR,46.92,-0.5,68.32,71,0,9.78,clear sky,0.0,0.0
363,Les Cayes,HT,18.2,-73.75,84.69,70,62,11.36,light rain,0.0,0.0
364,Kawalu,ID,-7.38,108.21,73.94,92,100,1.28,light rain,0.0,0.0
365,Tanete,ID,-3.94,119.78,76.3,91,87,2.35,light rain,0.0,0.0
366,Pangai,TO,-19.8,-174.35,79.3,83,66,12.57,broken clouds,0.0,0.0
367,Tura,IN,25.52,90.22,72.84,96,31,6.29,light rain,0.0,0.0
368,Nome,US,64.5,-165.41,61.0,41,75,10.29,broken clouds,0.0,0.0
369,Jackson,US,42.42,-122.83,60.01,76,90,10.29,heavy intensity rain,0.0,0.0
370,Te Anau,NZ,-45.42,167.72,38.43,79,53,0.58,broken clouds,0.0,0.0
371,Zhenlai,CN,45.85,123.3,66.56,70,96,14.2,overcast clouds,0.0,0.0
372,Mbandaka,CD,0.05,18.26,73.54,89,96,2.04,overcast clouds,0.0,0.0
373,Ierapetra,GR,35.01,25.74,69.01,70,13,7.0,few clouds,0.0,0.0
374,Palana,RU,59.12,159.97,33.35,100,100,2.62,overcast clouds,0.0,0.0
375,Wenchi,GH,7.74,-2.1,79.09,88,100,4.52,moderate rain,0.0,0.0
376,Waipawa,NZ,-41.41,175.52,51.8,76,63,12.75,broken clouds,0.0,0.0
377,Canby,US,45.26,-122.69,60.8,63,40,3.36,scattered clouds,0.0,0.0
378,Boende,CD,-0.22,20.87,73.27,90,100,1.52,light rain,0.0,0.0
379,Jalu,LY,29.03,21.55,83.3,20,0,8.3,clear sky,0.0,0.0
380,Russellville,US,35.28,-93.13,81.0,39,1,5.82,clear sky,0.0,0.0
381,Los Llanos De Aridane,ES,28.66,-17.92,71.6,78,75,5.82,broken clouds,0.0,0.0
382,Tual,ID,-5.67,132.75,81.64,81,52,13.78,broken clouds,0.0,0.0
383,Eau Claire,US,44.81,-91.5,62.6,55,1,14.99,clear sky,0.0,0.0
384,Mackay,AU,-21.15,149.2,60.01,100,19,3.36,few clouds,0.0,0.0
385,Vrangel,RU,42.73,133.08,52.27,82,0,1.39,clear sky,0.0,0.0
386,Opuwo,NA,-18.06,13.84,65.89,24,0,9.51,clear sky,0.0,0.0
387,Kitimat,CA,54.05,-128.65,55.0,78,100,1.99,overcast clouds,0.0,0.0
388,Pundaguitan,PH,6.37,126.17,84.45,72,67,4.81,light rain,0.0,0.0
389,Orumiyeh,IR,37.55,45.08,66.2,34,0,4.7,clear sky,0.0,0.0
390,Port Hedland,AU,-20.32,118.57,73.4,43,90,8.05,overcast clouds,0.0,0.0
391,Pirovskoye,RU,57.63,92.27,47.7,96,83,9.31,broken clouds,0.0,0.0
392,Narasannapeta,IN,18.42,84.05,82.87,80,99,5.97,overcast clouds,0.0,0.0
393,San Quintin,MX,30.48,-115.95,69.49,62,20,18.5,few clouds,0.0,0.0
394,Monrovia,LR,6.3,-10.8,86.0,74,75,4.7,broken clouds,0.0,0.0
395,Cockburn Town,TC,21.46,-71.14,82.13,78,5,11.25,clear sky,0.0,0.0
396,Port Macquarie,AU,-31.43,152.92,55.0,96,68,6.44,broken clouds,0.0,0.0
397,Ranfurly,NZ,-45.13,170.1,44.01,71,41,2.93,scattered clouds,0.0,0.0
398,Ndele,CF,8.41,20.65,81.27,63,81,3.56,broken clouds,0.0,0.0
399,Bardiyah,LY,31.76,25.09,67.82,70,0,17.22,clear sky,0.0,0.0
400,Sokolo,ML,14.73,-6.12,95.43,31,84,8.77,light rain,0.0,0.0
401,Eydhafushi,MV,5.1,73.07,79.84,83,98,15.12,light rain,0.0,0.0
402,Freeport,US,40.66,-73.58,81.0,41,1,11.41,clear sky,0.0,0.0
403,Plettenberg Bay,ZA,-34.05,23.37,57.94,83,0,6.31,clear sky,0.0,0.0
404,Lago Da Pedra,BR,-4.33,-45.17,84.18,73,69,4.0,broken clouds,0.0,0.0
405,Mokrousovo,RU,55.81,66.77,60.26,68,18,7.36,few clouds,0.0,0.0
406,Kortkeros,RU,61.81,51.58,55.4,58,40,6.71,scattered clouds,0.0,0.0
407,Saky,UA,45.14,33.6,58.41,83,17,15.05,few clouds,0.0,0.0
408,Medina,SA,24.47,39.61,104.0,16,4,13.87,clear sky,0.0,0.0
409,Neuquen,AR,-38.95,-68.06,50.0,57,40,8.05,scattered clouds,0.0,0.0
410,Gusino,RU,54.72,31.37,59.22,89,100,19.66,moderate rain,0.1,0.0
411,Chengde,CN,40.97,117.94,60.62,86,100,4.05,moderate rain,0.0,0.0
412,Ternate,ID,0.8,127.4,80.8,78,2,3.22,clear sky,0.0,0.0
413,Sechura,PE,-5.56,-80.82,80.04,54,2,11.54,clear sky,0.0,0.0
414,Australind,AU,-33.27,115.72,57.99,76,90,15.17,light rain,0.0,0.0
415,Farmington,US,36.73,-108.22,82.4,21,1,9.17,clear sky,0.0,0.0
416,Narsaq,GL,60.92,-46.05,51.8,40,40,12.75,scattered clouds,0.0,0.0
417,Fomboni,KM,-12.28,43.74,80.89,81,7,15.32,clear sky,0.0,0.0
418,Rock Sound,BS,24.9,-76.2,79.05,79,3,14.9,clear sky,0.0,0.0
419,Pevek,RU,69.7,170.31,40.01,75,64,20.74,broken clouds,0.0,0.0
420,Hualmay,PE,-11.1,-77.61,72.41,69,60,10.18,broken clouds,0.0,0.0
421,Point Pleasant,US,40.08,-74.07,82.99,44,20,8.05,few clouds,0.0,0.0
422,Simbahan,PH,6.3,120.58,84.29,74,16,4.61,light rain,0.0,0.0
423,Saint-Augustin,CA,51.23,-58.65,59.27,86,99,22.28,overcast clouds,0.0,0.0
424,Eenhana,NA,-17.47,16.33,75.2,22,0,2.24,clear sky,0.0,0.0
425,Comodoro Rivadavia,AR,-45.87,-67.5,51.8,57,0,2.24,clear sky,0.0,0.0
426,Kochki,RU,54.34,80.48,54.63,75,0,10.65,clear sky,0.0,0.0
427,Yaan,NG,7.38,8.57,83.68,74,88,5.97,overcast clouds,0.0,0.0
428,Mehran,IR,33.12,46.16,73.4,20,40,2.24,scattered clouds,0.0,0.0
429,Zabaykalsk,RU,49.63,117.32,43.2,77,0,11.83,clear sky,0.0,0.0
430,Rio Claro,BR,-22.41,-47.56,72.72,49,0,5.99,clear sky,0.0,0.0
431,Quelimane,MZ,-17.88,36.89,77.0,83,20,8.05,few clouds,0.0,0.0
432,Huarmey,PE,-10.07,-78.15,74.07,67,63,11.56,broken clouds,0.0,0.0
433,Sur,OM,22.57,59.53,91.04,56,80,18.41,broken clouds,0.0,0.0
434,San Francisco,US,37.77,-122.42,70.0,72,75,6.93,broken clouds,0.0,0.0
435,Jacksonville,US,30.33,-81.66,90.0,52,75,9.17,broken clouds,0.0,0.0
436,Dunmore East,IE,52.15,-6.99,66.2,45,76,11.41,broken clouds,0.0,0.0
437,Dingle,PH,11.0,122.67,78.12,82,3,5.44,clear sky,0.0,0.0
438,Vilyuysk,RU,63.76,121.62,39.88,80,84,5.28,broken clouds,0.0,0.0
439,Norman Wells,CA,65.28,-126.83,62.6,27,20,8.05,few clouds,0.0,0.0
440,Springbok,ZA,-29.66,17.89,59.14,29,11,5.21,few clouds,0.0,0.0
441,Westport,US,41.14,-73.36,79.0,44,40,6.93,scattered clouds,0.0,0.0
442,Vitoria,BR,-20.32,-40.34,78.8,57,20,10.29,few clouds,0.0,0.0
443,Ketchikan,US,55.34,-131.65,53.6,76,90,5.82,overcast clouds,0.0,0.0
444,Unai,BR,-16.36,-46.91,75.07,49,1,4.16,clear sky,0.0,0.0
445,Cachoeiro De Itapemirim,BR,-20.85,-41.11,76.57,61,5,3.24,clear sky,0.0,0.0
446,Coihueco,CL,-36.62,-71.83,53.6,50,0,17.22,clear sky,0.0,0.0
447,Agadez,NE,19.75,10.25,91.15,14,4,0.98,clear sky,0.0,0.0
448,Moba,CN,33.23,105.02,55.08,87,100,1.19,overcast clouds,0.0,0.0
449,Tessalit,ML,20.2,1.01,100.78,13,87,3.06,overcast clouds,0.0,0.0
450,Sept-Iles,CA,50.2,-66.38,64.4,72,75,12.75,broken clouds,0.0,0.0
451,Wallacetown,NZ,-46.33,168.27,39.85,80,44,4.07,scattered clouds,0.0,0.0
452,Lewiston,US,44.1,-70.21,80.01,47,40,11.41,scattered clouds,0.0,0.0
453,Nanao,JP,37.05,136.97,62.01,99,90,2.08,overcast clouds,0.0,0.0
454,Berbera,SO,10.44,45.01,91.53,56,97,9.35,overcast clouds,0.0,0.0
455,Wanning,CN,18.8,110.4,81.75,91,100,10.29,overcast clouds,0.0,0.0
456,Yulara,AU,-25.24,130.99,59.0,62,40,6.93,scattered clouds,0.0,0.0
457,Franca,BR,-20.54,-47.4,71.2,48,0,2.77,clear sky,0.0,0.0
458,Lompoc,US,34.64,-120.46,69.8,60,75,6.93,broken clouds,0.0,0.0
459,Olot,ES,42.18,2.49,64.0,81,82,1.86,moderate rain,0.0,0.0
460,Fort-Shevchenko,KZ,44.51,50.26,71.47,68,0,17.25,clear sky,0.0,0.0
461,Sobolevo,RU,54.43,31.9,59.22,96,100,19.17,heavy intensity rain,0.3,0.0
462,Wamba,NG,8.93,8.6,81.54,75,94,1.03,light rain,0.0,0.0
463,Mareeba,AU,-17.0,145.43,69.8,83,75,8.05,broken clouds,0.0,0.0
464,Kericho,KE,-0.37,35.28,75.2,69,40,3.53,scattered clouds,0.0,0.0
465,Lata,PT,40.16,-8.33,66.0,88,90,9.17,overcast clouds,0.0,0.0
466,Bathsheba,BB,13.22,-59.52,87.8,58,20,20.8,few clouds,0.0,0.0
467,Byron Bay,AU,-28.65,153.62,57.99,93,60,4.7,broken clouds,0.0,0.0
468,Ilebo,CD,-4.32,20.58,75.67,82,71,2.06,broken clouds,0.0,0.0
469,Washougal,US,45.58,-122.35,57.2,71,75,4.59,broken clouds,0.0,0.0
470,Koumac,NC,-20.57,164.28,73.27,87,58,9.78,broken clouds,0.0,0.0
471,Moose Factory,CA,51.26,-80.61,41.0,65,90,10.29,overcast clouds,0.0,0.0
472,Gornyatskiy,RU,48.29,40.96,58.28,75,2,11.05,clear sky,0.0,0.0
473,Mariakani,KE,-3.86,39.47,72.82,90,50,7.81,scattered clouds,0.0,0.0
474,Turukhansk,RU,65.82,87.98,53.28,74,100,1.59,overcast clouds,0.0,0.0
475,Kannur,IN,11.87,75.36,77.0,100,90,0.6,thunderstorm with light rain,0.0,0.0
476,Piedras Negras,MX,28.7,-100.52,86.0,55,75,6.64,broken clouds,0.0,0.0
477,Kavaratti,IN,10.57,72.64,84.02,70,100,10.09,overcast clouds,0.0,0.0
478,Douglas,US,41.3,-96.17,57.2,82,90,6.93,moderate rain,0.1,0.0
479,Gamba,GA,-2.65,10.0,76.3,83,95,7.27,overcast clouds,0.0,0.0
480,Makubetsu,JP,45.37,141.82,54.66,83,0,25.14,clear sky,0.0,0.0
481,Muisne,EC,0.6,-80.03,84.2,74,75,6.93,broken clouds,0.0,0.0
482,Manzhouli,CN,49.6,117.43,43.77,75,0,11.23,clear sky,0.0,0.0
483,Ornskoldsvik,SE,63.29,18.72,55.4,43,12,6.93,few clouds,0.0,0.0
484,Honiara,SB,-9.43,159.95,73.4,100,20,2.59,few clouds,0.0,0.0
485,Marystown,CA,47.17,-55.15,52.99,90,100,19.44,overcast clouds,0.0,0.0
486,Ipixuna,BR,-1.76,-48.8,78.8,88,75,8.05,thunderstorm with rain,0.0,0.0
487,Nelson Bay,AU,-32.72,152.15,55.99,100,8,5.82,clear sky,0.0,0.0
488,Wajima,JP,37.4,136.9,63.81,66,96,5.59,overcast clouds,0.0,0.0
489,Bone,DE,51.97,12.14,63.0,47,72,5.01,broken clouds,0.0,0.0
490,Buenos Aires,AR,-34.61,-58.38,57.2,82,90,5.82,overcast clouds,0.0,0.0
491,Manavalakurichi,IN,8.13,77.3,82.4,88,75,4.07,mist,0.0,0.0
492,Arman,RU,59.7,150.17,37.2,87,52,1.3,broken clouds,0.0,0.0
493,Virginia Beach,US,36.85,-75.98,82.99,74,75,9.17,broken clouds,0.0,0.0
494,Carutapera,BR,-1.2,-46.02,80.55,89,100,5.73,light rain,0.0,0.0
495,Chingirlau,KZ,51.09,54.08,77.65,49,93,15.35,overcast clouds,0.0,0.0
496,La Serena,CL,-29.91,-71.25,59.0,82,75,4.7,light intensity shower rain,0.0,0.0
497,Kurilsk,RU,45.23,147.88,48.09,83,11,11.14,few clouds,0.0,0.0
498,Ugoofaaru,MV,5.67,73.0,79.79,82,99,14.47,light rain,0.0,0.0
499,Santa Rosa,PH,14.31,121.11,84.0,83,40,5.64,scattered clouds,0.0,0.0
500,Agadir,MA,30.42,-9.6,75.2,57,97,18.34,overcast clouds,0.0,0.0
501,Puerto Maldonado,PE,-12.6,-69.18,84.2,54,40,5.82,scattered clouds,0.0,0.0
502,Pehowa,IN,29.98,76.58,82.71,47,84,5.91,light rain,0.0,0.0
503,Canete,CL,-37.8,-73.4,55.51,41,0,7.83,clear sky,0.0,0.0
504,Nyurba,RU,63.28,118.33,41.05,67,61,5.93,broken clouds,0.0,0.0
505,De Aar,ZA,-30.65,24.01,53.47,42,0,2.37,clear sky,0.0,0.0
506,Bridgetown,BB,13.1,-59.62,87.8,58,20,20.8,few clouds,0.0,0.0
507,Hambantota,LK,6.12,81.12,81.19,85,11,12.8,few clouds,0.0,0.0
508,Sinnamary,GF,5.38,-52.95,83.19,75,41,9.71,scattered clouds,0.0,0.0
509,Alenquer,BR,-1.94,-54.74,86.0,70,20,9.17,few clouds,0.0,0.0
510,Iskilip,TR,40.74,34.47,55.65,54,70,3.94,broken clouds,0.0,0.0
511,Cabo San Lucas,MX,22.89,-109.91,87.01,51,5,5.82,clear sky,0.0,0.0
512,Kalmunai,LK,7.42,81.82,82.15,78,15,8.23,few clouds,0.0,0.0
513,Kaka,TM,37.35,59.61,82.89,14,0,3.02,clear sky,0.0,0.0
514,Grand-Lahou,CI,5.14,-5.02,80.89,82,100,11.86,overcast clouds,0.0,0.0
515,Puerto Colombia,CO,10.99,-74.95,82.4,78,90,9.17,overcast clouds,0.0,0.0
516,Bilibino,RU,68.05,166.44,40.89,76,71,3.15,broken clouds,0.0,0.0
517,Sirnak,TR,37.52,42.46,56.77,38,0,0.4,clear sky,0.0,0.0
518,Renigunta,IN,13.65,79.52,87.94,66,90,5.08,overcast clouds,0.0,0.0
519,Alta Floresta,BR,-9.88,-56.09,84.74,62,62,5.57,broken clouds,0.0,0.0
520,Deniliquin,AU,-35.53,144.97,54.0,70,98,1.01,overcast clouds,0.0,0.0
521,Goba,ET,7.02,39.98,54.27,78,99,3.42,overcast clouds,0.0,0.0
522,Xining,CN,36.62,101.77,48.9,50,23,1.16,few clouds,0.0,0.0
523,Trogir,HR,43.51,16.25,61.0,77,18,5.82,light rain,0.0,0.0
524,Zvishavane,ZW,-20.33,30.07,58.95,35,0,4.85,clear sky,0.0,0.0
525,Nishihara,JP,26.18,127.76,80.6,83,75,11.41,broken clouds,0.0,0.0
526,Ranong,TH,9.97,98.63,81.48,77,69,1.61,broken clouds,0.0,0.0
527,Roald,NO,62.58,6.13,64.4,45,31,4.7,scattered clouds,0.0,0.0
528,Tiarei,PF,-17.53,-149.33,78.01,83,20,3.36,few clouds,0.0,0.0
529,Surgut,RU,61.25,73.42,50.0,100,75,11.18,broken clouds,0.0,0.0
530,Abha,SA,18.22,42.51,77.0,73,1,4.7,clear sky,0.0,0.0
531,Dryden,CA,49.78,-92.75,50.0,43,90,10.29,overcast clouds,0.0,0.0
532,Belaya Gora,RU,68.53,146.42,37.08,77,97,9.71,overcast clouds,0.0,0.0
533,Abbeville,FR,50.1,1.83,73.99,36,27,7.05,scattered clouds,0.0,0.0
534,Pachmarhi,IN,22.47,78.43,80.64,34,21,4.63,few clouds,0.0,0.0
535,Ossora,RU,59.24,163.07,34.88,87,7,5.17,clear sky,0.0,0.0
536,Sarkand,KZ,45.41,79.92,64.67,32,7,6.33,clear sky,0.0,0.0
537,Ostrovnoy,RU,68.05,39.51,40.08,79,97,18.3,light rain,0.0,0.0
538,Miram Shah,PK,33.01,70.07,74.03,61,56,7.02,broken clouds,0.0,0.0
539,Beirut,LB,33.89,35.49,71.6,56,0,8.05,clear sky,0.0,0.0
540,Olafsvik,IS,64.89,-23.71,46.72,76,58,12.12,broken clouds,0.0,0.0
541,Tabou,CI,4.42,-7.35,79.41,87,92,9.8,moderate rain,0.1,0.0
542,Walvis Bay,NA,-22.96,14.51,75.2,31,0,5.82,clear sky,0.0,0.0
543,Berlevag,NO,70.86,29.09,42.37,75,100,13.11,overcast clouds,0.0,0.0
544,Tucuman,AR,-26.82,-65.22,64.4,59,90,10.29,overcast clouds,0.0,0.0
545,Port-Gentil,GA,-0.72,8.78,80.6,78,75,13.87,broken clouds,0.0,0.0
546,Acari,PE,-15.43,-74.62,79.38,47,8,8.63,clear sky,0.0,0.0
547,Andenes,NO,69.31,16.12,51.8,76,99,12.75,overcast clouds,0.0,0.0
548,Anadyr,RU,64.75,177.48,37.4,86,40,20.13,scattered clouds,0.0,0.0
549,Asyut,EG,27.18,31.18,78.8,31,0,18.34,clear sky,0.0,0.0
550,Bloomingdale,US,27.89,-82.24,91.99,70,40,6.55,scattered clouds,0.0,0.0
551,Gunjur,GM,13.2,-16.73,84.2,70,100,13.87,overcast clouds,0.0,0.0
552,Caranavi,BO,-15.82,-67.55,80.22,44,100,4.85,overcast clouds,0.0,0.0
553,Leh,IN,34.17,77.58,46.9,56,94,2.04,light snow,0.0,0.0
554,Karia,NG,11.73,11.16,98.67,19,100,5.57,overcast clouds,0.0,0.0
555,Grants,US,35.15,-107.85,84.2,17,1,6.93,clear sky,0.0,0.0
556,Movila Miresei,RO,45.22,27.6,62.6,63,40,16.11,scattered clouds,0.0,0.0
557,Merrill,US,45.18,-89.68,59.0,41,40,9.17,scattered clouds,0.0,0.0
558,Norrtalje,SE,59.76,18.7,60.01,60,0,4.0,clear sky,0.0,0.0
559,Torres,BR,-29.34,-49.73,68.32,57,59,4.23,broken clouds,0.0,0.0
560,Beringovskiy,RU,63.05,179.32,34.61,89,77,7.34,broken clouds,0.0,0.0
561,Rawson,AR,-43.3,-65.1,50.11,48,0,7.7,clear sky,0.0,0.0
562,Teguise,ES,29.06,-13.56,71.6,83,75,8.05,broken clouds,0.0,0.0
563,Orizona,BR,-17.03,-48.3,74.12,48,4,5.26,clear sky,0.0,0.0
564,Grinnell,US,41.74,-92.72,69.8,43,40,6.93,scattered clouds,0.0,0.0
565,Lamar,US,33.67,-95.58,82.99,47,1,4.7,clear sky,0.0,0.0
566,Rafai,CF,4.95,23.92,70.86,98,92,2.75,moderate rain,0.1,0.0
567,Hokitika,NZ,-42.72,170.97,47.3,65,0,4.88,clear sky,0.0,0.0
568,Teya,RU,60.38,92.63,45.93,89,100,1.39,overcast clouds,0.0,0.0
569,Tumut,AU,-35.3,148.22,48.36,86,96,2.64,overcast clouds,0.0,0.0
570,Ambajogai,IN,18.73,76.38,91.42,28,41,5.77,scattered clouds,0.0,0.0
571,Teyateyaneng,LS,-29.15,27.75,44.89,64,0,1.81,clear sky,0.0,0.0
572,Ixtapa,MX,20.7,-105.2,81.0,69,90,2.24,overcast clouds,0.0,0.0
