City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Esperance,AU,2020-05-25 02:01:46,-33.87,121.9,60.8,67,90,26.4
304,Ankazoabo,MG,2020-05-25 02:01:46,-22.28,44.52,62.33,79,0,2.55
305,Paita,PE,2020-05-25 02:01:46,-5.09,-81.11,68.11,83,27,10.04
306,Gomel,BY,2020-05-25 02:01:46,52.43,30.98,51.8,81,75,6.71
307,Tolbazy,RU,2020-05-25 02:01:46,54.02,55.88,53.6,81,75,11.18
308,Saint-Philippe,RE,2020-05-25 02:01:46,-21.36,55.77,68.0,77,75,5.82
309,Joao Pinheiro,BR,2020-05-25 02:01:47,-17.74,-46.17,64.02,96,100,2.91
310,Since,CO,2020-05-25 02:01:48,9.24,-75.15,79.14,91,100,7.16
311,Gilgit,PK,2020-05-25 02:01:48,35.92,74.31,71.82,22,0,5.55
312,Smithers,CA,2020-05-25 02:00:07,54.78,-127.17,59.0,54,90,3.36
313,Cayenne,GF,2020-05-25 01:57:57,4.93,-52.33,75.2,100,90,2.68
314,Okha,RU,2020-05-25 02:01:48,53.57,142.95,42.21,73,75,6.46
315,Mollendo,PE,2020-05-25 02:01:49,-17.02,-72.01,62.2,79,98,3.76
316,Ambulu,ID,2020-05-25 01:59:25,-8.35,113.61,84.47,66,9,1.25
317,Eureka,US,2020-05-25 01:57:10,40.8,-124.16,64.99,76,0,4.0
318,Faya,SA,2020-05-25 02:01:49,18.39,42.45,68.0,52,50,3.51
319,Sakaiminato,JP,2020-05-25 02:01:49,35.55,133.23,73.4,73,75,11.41
320,San,ML,2020-05-25 01:59:01,13.3,-4.9,91.63,30,21,6.33
321,Coahuayana,MX,2020-05-25 02:01:50,18.73,-103.68,71.65,82,0,2.39
322,Mehamn,NO,2020-05-25 02:01:50,71.04,27.85,46.96,77,99,12.62
323,Sibolga,ID,2020-05-25 02:00:09,1.74,98.78,81.3,78,96,1.16
324,Jiazi,CN,2020-05-25 02:01:50,22.88,116.07,80.47,74,26,5.99
325,Kargat,RU,2020-05-25 02:01:50,55.2,80.28,65.52,79,100,9.13
326,Kasungu,MW,2020-05-25 02:01:50,-13.03,33.48,55.85,89,0,3.11
327,Buala,SB,2020-05-25 02:01:50,-8.14,159.59,84.51,74,72,7.65
328,Mujiayingzi,CN,2020-05-25 02:01:51,42.12,118.78,63.66,29,18,11.03
329,Akureyri,IS,2020-05-25 02:01:51,65.68,-18.09,42.8,67,11,23.04
330,Petropavlovsk-Kamchatskiy,RU,2020-05-25 02:01:51,53.05,158.65,50.0,57,75,8.95
331,Sao Joao Da Barra,BR,2020-05-25 01:59:23,-21.64,-41.05,69.31,93,100,8.68
332,Kununurra,AU,2020-05-25 02:01:51,-15.77,128.73,75.2,29,79,11.41
333,Pyu,MM,2020-05-25 02:01:51,18.48,96.43,88.65,55,31,9.75
334,Koumac,NC,2020-05-25 02:01:52,-20.57,164.28,66.4,87,100,2.15
335,Sinnar,SD,2020-05-25 02:01:52,13.57,33.57,91.49,35,99,6.08
336,Marsa Matruh,EG,2020-05-25 02:01:52,31.35,27.25,66.81,66,0,11.72
337,Kyzyl,RU,2020-05-25 02:01:52,51.7,94.45,69.6,34,46,7.05
338,Masuguru,TZ,2020-05-25 02:01:52,-11.37,38.42,67.5,94,24,2.62
339,Yerbogachen,RU,2020-05-25 02:01:52,61.28,108.01,76.51,37,40,8.1
340,Ngunguru,NZ,2020-05-25 02:01:52,-35.62,174.5,68.0,91,100,3.0
341,Nuuk,GL,2020-05-25 02:01:52,64.18,-51.72,32.0,90,100,13.87
342,Shenzhen,CN,2020-05-25 02:01:53,22.55,114.07,87.01,99,96,6.38
343,Rokytne,UA,2020-05-25 02:01:53,51.28,27.21,46.36,92,100,3.02
344,Nefteyugansk,RU,2020-05-25 02:01:53,61.1,72.6,55.4,76,40,11.18
345,Idlib,SY,2020-05-25 02:01:53,35.93,36.63,64.4,39,40,16.11
346,Ambilobe,MG,2020-05-25 02:01:53,-13.2,49.05,64.71,90,0,4.07
347,Binga,ZW,2020-05-25 02:01:53,-17.62,27.34,57.22,75,0,2.55
348,Kargasok,RU,2020-05-25 02:01:54,59.06,80.86,58.3,69,100,8.01
349,Jalna,IN,2020-05-25 02:01:54,19.83,75.88,86.0,35,0,12.39
350,Wanaka,NZ,2020-05-25 02:01:54,-44.7,169.15,52.18,63,100,3.65
351,Sinnamary,GF,2020-05-25 02:01:54,5.38,-52.95,78.62,88,100,3.96
352,Medicine Hat,CA,2020-05-25 02:01:44,50.05,-110.67,68.0,32,20,6.53
353,Makakilo City,US,2020-05-25 02:01:54,21.35,-158.09,86.0,54,1,10.29
354,Sola,VU,2020-05-25 02:01:54,-13.88,167.55,79.47,80,0,16.55
355,Madimba,TZ,2020-05-25 02:01:55,-10.4,40.33,74.71,85,72,10.09
356,Edeia,BR,2020-05-25 02:01:55,-17.34,-49.93,57.11,94,100,4.76
357,Isla Mujeres,MX,2020-05-25 02:01:55,21.23,-86.73,81.0,83,75,3.36
358,Ayan,RU,2020-05-25 02:01:55,56.45,138.17,50.65,52,1,6.29
359,Fuyu,CN,2020-05-25 02:01:55,45.18,124.82,55.4,58,93,17.58
360,Savantvadi,IN,2020-05-25 02:01:55,15.9,73.82,86.0,79,40,5.82
361,Idenao,CM,2020-05-25 02:01:55,4.25,9.0,77.0,79,40,8.05
362,Zyryanka,RU,2020-05-25 02:01:56,65.75,150.85,50.22,46,92,1.36
363,Sisimiut,GL,2020-05-25 02:01:56,66.94,-53.67,31.37,95,98,14.63
364,San Francisco,US,2020-05-25 01:58:01,37.77,-122.42,77.0,37,20,21.92
365,Tres Arroyos,AR,2020-05-25 02:01:56,-38.37,-60.28,56.05,67,0,22.19
366,Antofagasta,CL,2020-05-25 01:59:28,-23.65,-70.4,59.0,77,90,4.7
367,Vao,NC,2020-05-25 02:01:56,-22.67,167.48,73.15,77,100,13.87
368,Mogadishu,SO,2020-05-25 02:00:01,2.04,45.34,79.9,86,12,12.57
369,Bontang,ID,2020-05-25 02:01:56,0.13,117.5,82.38,82,100,4.16
370,Yumaguzino,RU,2020-05-25 02:01:57,52.9,56.39,59.97,92,59,3.56
371,Bathsheba,BB,2020-05-25 02:01:57,13.22,-59.52,80.6,74,20,14.99
372,Port Elizabeth,ZA,2020-05-25 01:58:47,-33.92,25.57,50.0,87,50,3.36
373,Vanavara,RU,2020-05-25 02:01:05,60.34,102.28,73.96,35,35,11.59
374,Namatanai,PG,2020-05-25 02:01:57,-3.67,152.43,85.17,69,99,1.07
375,Fallon,US,2020-05-25 02:01:57,39.47,-118.78,75.2,13,1,5.93
376,Mantua,IT,2020-05-25 02:01:57,45.17,10.78,59.0,76,78,1.12
377,Gejiu,CN,2020-05-25 02:01:58,23.31,103.16,70.88,74,8,5.99
378,Yanliang,CN,2020-05-25 02:01:58,34.66,109.23,75.0,49,100,8.95
379,Bilibino,RU,2020-05-25 02:01:58,68.05,166.44,33.66,85,73,6.42
380,Talakan,RU,2020-05-25 02:01:58,50.32,130.37,46.72,91,100,8.21
381,Asau,RO,2020-05-25 02:01:58,46.43,26.4,44.01,79,9,5.73
382,Isangel,VU,2020-05-25 02:01:58,-19.55,169.27,78.8,78,75,6.93
383,Nyimba,ZM,2020-05-25 02:01:58,-14.56,30.81,57.16,75,0,2.15
384,Iquique,CL,2020-05-25 02:00:38,-20.22,-70.14,62.6,67,90,4.7
385,Challans,FR,2020-05-25 02:01:58,46.84,-1.87,55.4,87,1,5.82
386,Puerto Del Rosario,ES,2020-05-25 02:00:04,28.5,-13.86,69.8,88,90,11.41
387,Price,US,2020-05-25 02:01:59,39.6,-110.81,60.8,25,90,18.34
388,Panorama,GR,2020-05-25 02:01:59,40.59,23.03,62.01,67,40,10.29
389,Chenzhou,CN,2020-05-25 02:01:59,25.8,113.03,83.8,71,54,0.81
390,Batangafo,CF,2020-05-25 02:01:59,7.3,18.28,73.06,95,100,2.42
391,Delta,NG,2020-05-25 02:02:03,5.5,6.0,75.81,97,100,2.48
392,Denpasar,ID,2020-05-25 01:58:17,-8.65,115.22,86.0,84,20,5.82
393,Wajima,JP,2020-05-25 02:02:03,37.4,136.9,69.8,83,75,11.41
394,Caravelas,BR,2020-05-25 02:02:03,-17.71,-39.25,75.29,94,56,6.67
395,Bani Walid,LY,2020-05-25 02:02:03,31.76,13.99,58.62,82,57,2.28
396,Flinders,AU,2020-05-25 02:02:03,-34.58,150.86,60.01,77,100,11.99
397,Wanning,CN,2020-05-25 02:02:04,18.8,110.4,87.22,69,100,9.91
398,Beringovskiy,RU,2020-05-25 02:02:04,63.05,179.32,33.84,90,38,11.68
399,Berlevag,NO,2020-05-25 02:02:04,70.86,29.09,45.1,87,91,18.66
400,Hlotse,LS,2020-05-25 02:02:04,-28.87,28.05,41.81,66,31,2.71
401,Pozo Colorado,PY,2020-05-25 02:02:04,-23.49,-58.8,51.44,64,0,3.56
402,Tecoanapa,MX,2020-05-25 02:02:04,16.52,-98.75,78.6,83,66,6.69
403,Maarianhamina,AX,2020-05-25 02:02:04,60.1,19.93,41.0,100,90,4.7
404,Vung Tau,VN,2020-05-25 02:02:04,10.35,107.08,86.31,69,100,5.28
405,Naze,JP,2020-05-25 02:02:04,28.37,129.48,78.8,74,75,6.93
406,Sulya,IN,2020-05-25 02:02:04,12.57,75.38,81.05,82,35,1.48
407,Saldanha,ZA,2020-05-25 02:02:05,-33.01,17.94,62.62,79,93,21.34
408,Nizwa,OM,2020-05-25 02:02:05,22.93,57.53,79.72,60,2,2.17
409,Mahwa,IN,2020-05-25 02:02:05,27.05,76.93,98.74,17,21,17.2
410,Lagoa,PT,2020-05-25 02:02:05,39.05,-27.98,64.38,92,100,14.18
411,Madisonville,US,2020-05-25 01:58:45,37.33,-87.5,77.0,69,1,5.17
412,Buraydah,SA,2020-05-25 02:01:13,26.33,43.98,80.6,34,40,21.92
413,Asilah,MA,2020-05-25 02:02:14,35.47,-6.03,69.8,64,88,28.86
414,Fort Wellington,GY,2020-05-25 02:02:14,6.4,-57.6,79.03,86,100,7.78
415,Karpathos,GR,2020-05-25 02:02:14,35.51,27.21,66.2,77,0,21.92
416,Tessalit,ML,2020-05-25 02:02:14,20.2,1.01,79.2,19,0,8.39
417,Pesaro,IT,2020-05-25 02:02:14,43.9,12.89,55.99,87,100,2.24
418,Touros,BR,2020-05-25 02:02:14,-5.2,-35.46,75.2,100,40,4.7
419,Idanre,NG,2020-05-25 02:02:14,7.11,5.12,73.76,99,100,3.44
420,Umm Lajj,SA,2020-05-25 02:02:14,25.02,37.27,75.96,57,0,7.38
421,Ormara,PK,2020-05-25 02:02:14,25.21,64.64,82.69,83,0,17.58
422,Ketchikan,US,2020-05-25 02:02:14,55.34,-131.65,55.4,66,75,16.11
423,Dumbravita,RO,2020-05-25 02:02:14,45.77,25.43,46.99,80,54,1.99
424,Aberdeen,GB,2020-05-25 02:01:16,57.14,-2.1,46.0,81,14,1.12
425,Ahome,MX,2020-05-25 02:02:15,25.92,-109.18,80.6,61,5,13.87
426,Nara,JP,2020-05-25 02:01:06,34.69,135.8,78.01,65,75,4.7
427,Brae,GB,2020-05-25 02:02:15,60.4,-1.35,50.0,93,92,16.11
428,Noumea,NC,2020-05-25 01:59:38,-22.28,166.46,73.0,82,100,2.24
429,Kharovsk,RU,2020-05-25 02:02:15,59.96,40.19,40.86,97,100,6.06
430,Reconquista,AR,2020-05-25 02:02:15,-29.15,-59.65,50.16,71,9,5.73
431,Zhangjiakou,CN,2020-05-25 02:02:16,40.81,114.88,60.66,47,98,8.57
432,Peterhead,GB,2020-05-25 02:02:16,57.51,-1.8,45.0,81,47,1.12
433,Yumen,CN,2020-05-25 02:02:16,40.28,97.2,61.93,32,95,15.03
434,San Cristobal,VE,2020-05-25 02:02:16,7.77,-72.22,69.39,86,100,4.63
435,Beauchamps,FR,2020-05-25 02:02:16,50.01,1.52,46.0,79,91,3.74
436,Churapcha,RU,2020-05-25 02:02:16,62.0,132.43,65.86,36,0,8.55
437,Khandbari,NP,2020-05-25 02:02:16,27.37,87.2,80.08,49,7,0.45
438,Payson,US,2020-05-25 02:02:16,40.04,-111.73,62.6,33,40,17.22
439,Severnyy,RU,2020-05-25 02:02:16,50.68,36.55,42.8,93,34,6.71
440,Teguldet,RU,2020-05-25 02:02:17,57.31,88.17,62.6,71,62,4.72
441,Olinda,BR,2020-05-25 02:02:17,-8.01,-34.86,77.0,88,75,2.24
442,Lodwar,KE,2020-05-25 02:02:17,3.12,35.6,82.96,48,100,14.97
443,Chornoliztsi,UA,2020-05-25 02:02:17,48.83,24.9,42.33,92,32,7.34
444,Sioux Lookout,CA,2020-05-25 02:02:17,50.1,-91.92,69.8,64,75,3.36
445,Quimper,FR,2020-05-25 02:02:17,48.0,-4.1,48.2,87,21,3.36
446,Georgiyevka,KZ,2020-05-25 02:02:17,43.04,74.71,66.2,63,0,6.71
447,Tobolsk,RU,2020-05-25 02:02:18,58.2,68.27,55.74,89,97,6.08
448,Salalah,OM,2020-05-25 02:02:18,17.02,54.09,84.2,89,40,2.24
449,Fairhope,US,2020-05-25 02:02:18,30.52,-87.9,77.0,78,1,6.15
450,Asfi,MA,2020-05-25 02:02:18,32.3,-9.24,71.24,66,0,8.7
451,Catuday,PH,2020-05-25 02:02:18,16.29,119.81,85.05,68,49,6.44
452,Kupang,ID,2020-05-25 02:00:12,-10.17,123.58,87.8,58,20,2.24
453,Watsa,CD,2020-05-25 02:02:18,3.04,29.54,62.74,94,79,2.91
454,Neuquen,AR,2020-05-25 02:00:01,-38.95,-68.06,62.6,42,0,5.82
455,Bonavista,CA,2020-05-25 02:02:19,48.65,-53.11,36.0,87,61,8.01
456,Omsukchan,RU,2020-05-25 02:02:19,62.53,155.8,37.02,79,99,4.9
457,Jalesar,IN,2020-05-25 02:02:04,27.48,78.32,98.29,13,10,7.61
458,Husavik,IS,2020-05-25 02:02:19,66.04,-17.34,42.8,69,9,23.04
459,Valparaiso,CL,2020-05-25 02:00:31,-33.04,-71.63,75.2,36,0,10.29
460,Zinacantan,MX,2020-05-25 02:02:19,16.75,-92.7,54.95,100,9,4.38
461,Tame,CO,2020-05-25 02:02:19,6.46,-71.73,74.64,87,48,3.69
462,Magadan,RU,2020-05-25 02:02:20,59.57,150.8,41.02,83,94,4.18
463,Tazovskiy,RU,2020-05-25 02:00:05,67.47,78.7,37.06,78,40,14.29
464,Boromo,BF,2020-05-25 02:02:20,11.75,-2.93,87.76,41,5,4.99
465,Thurso,GB,2020-05-25 02:02:20,58.59,-3.53,51.01,87,74,4.7
466,Hailar,CN,2020-05-25 02:02:20,49.2,119.7,62.13,34,5,13.58
467,Loralai,PK,2020-05-25 02:02:20,30.37,68.6,80.31,15,0,8.81
468,Chernyshevskiy,RU,2020-05-25 02:02:20,63.01,112.47,77.9,33,67,8.57
469,Lingao,CN,2020-05-25 02:02:21,19.91,109.69,87.69,71,100,3.87
470,Arlit,NE,2020-05-25 02:02:21,18.74,7.39,91.36,19,92,17.34
471,Lexington,US,2020-05-25 01:59:41,37.99,-84.48,75.2,69,1,3.36
472,Tambura,SS,2020-05-25 02:02:21,5.6,27.47,68.92,94,37,1.95
473,Aklavik,CA,2020-05-25 02:02:21,68.22,-135.01,55.4,37,20,16.11
474,Gavalou,GR,2020-05-25 02:02:21,38.53,21.53,57.99,89,97,2.57
475,Fukue,JP,2020-05-25 02:02:21,32.69,128.84,69.8,88,75,6.93
476,Xai-Xai,MZ,2020-05-25 02:02:21,-25.05,33.64,61.95,92,0,5.37
477,Curillo,CO,2020-05-25 02:02:21,1.03,-75.92,72.77,96,20,1.66
478,Kailua,US,2020-05-25 02:02:21,21.4,-157.74,86.0,65,40,9.17
479,Poso,ID,2020-05-25 02:02:22,-1.4,120.75,79.93,81,100,5.68
480,Abu Dhabi,AE,2020-05-25 02:01:21,24.47,54.37,87.8,66,9,1.12
481,Coromandel,BR,2020-05-25 02:02:22,-18.47,-47.2,57.2,99,100,3.4
482,Durham,US,2020-05-25 02:02:22,36.03,-78.87,73.4,83,75,5.82
483,Eidsvag,NO,2020-05-25 02:02:22,62.78,8.07,50.0,93,100,13.87
484,Svetlaya,RU,2020-05-25 02:02:22,46.54,138.33,46.26,88,100,12.06
485,Kuruman,ZA,2020-05-25 02:02:22,-27.45,23.43,48.0,69,0,6.35
486,Kavaratti,IN,2020-05-25 02:02:23,10.57,72.64,85.28,73,20,9.17
487,Margate,GB,2020-05-25 02:02:23,51.38,1.39,55.99,59,100,5.01
488,Bedele,ET,2020-05-25 02:02:23,8.46,36.35,55.11,100,23,0.98
489,Olenegorsk,RU,2020-05-25 02:02:23,68.15,33.3,38.37,76,97,3.78
490,Baiyin,CN,2020-05-25 02:02:23,36.56,104.21,55.4,54,58,6.71
491,Partur,IN,2020-05-25 02:02:23,19.6,76.22,90.88,23,0,2.08
492,Uttarkashi,IN,2020-05-25 02:02:24,30.73,78.45,81.01,18,0,3.06
493,Olafsvik,IS,2020-05-25 02:02:24,64.89,-23.71,43.97,74,22,13.22
494,Mapiripan,CO,2020-05-25 02:02:24,2.89,-72.13,75.22,86,63,3.2
495,Mattru,SL,2020-05-25 02:02:24,7.62,-11.83,74.79,96,0,1.23
496,Ikwiriri,TZ,2020-05-25 02:02:24,-7.96,38.97,70.93,96,60,2.75
497,Aswan,EG,2020-05-25 02:02:24,24.09,32.91,71.64,24,0,13.47
498,Baneh,IR,2020-05-25 02:02:24,36.0,45.89,53.2,61,0,1.23
499,Kapit,MY,2020-05-25 02:02:24,2.02,112.93,88.84,63,70,1.97
500,Oeiras Do Para,BR,2020-05-25 02:02:25,-2.0,-49.85,75.02,95,0,1.92
501,Notre-Dame-Du-Lac,CA,2020-05-25 02:02:25,47.61,-68.8,62.6,29,1,8.05
502,Taoudenni,ML,2020-05-25 02:02:25,22.68,-3.98,83.93,28,0,6.53
503,Waddan,LY,2020-05-25 02:02:25,29.16,16.14,64.72,58,11,3.6
504,Sembakung,ID,2020-05-25 02:02:26,3.82,117.25,77.99,94,100,2.71
505,Ciudad Del Maiz,MX,2020-05-25 02:01:54,22.4,-99.6,79.0,56,12,13.0
506,Plettenberg Bay,ZA,2020-05-25 02:02:26,-34.05,23.37,58.68,57,70,2.84
507,Constitucion,CL,2020-05-25 02:02:26,-35.33,-72.42,61.48,78,0,7.43
508,Orocue,CO,2020-05-25 02:02:26,4.79,-71.34,79.84,75,27,2.84
509,Virginia Beach,US,2020-05-25 02:01:45,36.85,-75.98,57.99,93,90,6.93
510,Okato,NZ,2020-05-25 02:02:26,-39.2,173.88,62.01,84,98,5.01
511,Novosemeykino,RU,2020-05-25 02:02:26,53.38,50.37,48.2,87,40,4.47
512,Krk,HR,2020-05-25 02:02:26,45.03,14.57,57.99,54,99,5.82
513,Teya,RU,2020-05-25 02:02:26,60.38,92.63,62.46,45,0,8.46
514,Sulangan,PH,2020-05-25 02:02:27,11.14,123.72,85.6,72,78,5.39
515,Thunder Bay,CA,2020-05-25 02:00:11,48.4,-89.32,59.0,77,75,10.29
516,Recco,IT,2020-05-25 02:02:27,44.36,9.14,64.0,44,100,1.01
517,Kyzyl-Suu,KG,2020-05-25 02:02:27,42.34,78.0,62.8,31,0,0.07
518,Naigarhi,IN,2020-05-25 02:02:27,24.78,81.78,97.3,13,15,12.41
519,Gasa,PS,2020-05-25 02:02:27,31.5,34.47,62.01,79,3,10.47
520,Santa Cruz,BO,2020-05-25 02:00:16,-17.8,-63.17,53.6,76,0,3.36
521,Kathmandu,NP,2020-05-25 02:01:04,27.72,85.32,73.4,73,20,2.24
522,Wattegama,LK,2020-05-25 02:02:28,6.8,81.48,80.83,80,100,2.66
523,Cootamundra,AU,2020-05-25 02:02:28,-34.65,148.03,59.0,54,7,4.0
524,Ardatov,RU,2020-05-25 02:02:28,55.24,43.1,41.29,94,68,4.81
525,Koygorodok,RU,2020-05-25 02:02:28,60.45,51.0,48.69,86,100,5.46
526,Kathu,TH,2020-05-25 02:02:28,7.92,98.33,82.4,88,40,1.12
527,Lufilufi,WS,2020-05-25 02:02:28,-13.87,-171.6,82.0,94,3,3.0
528,Muscatine,US,2020-05-25 02:02:28,41.47,-91.13,78.01,73,1,8.05
529,Baruun-Urt,MN,2020-05-25 02:02:28,46.68,113.28,59.04,33,86,10.09
530,Pa Sang,TH,2020-05-25 02:02:29,18.53,98.94,91.0,55,20,3.36
531,Surt,LY,2020-05-25 02:02:29,31.21,16.59,63.59,80,0,4.81
532,Daru,PG,2020-05-25 02:02:29,-9.08,143.21,79.99,87,79,13.69
533,Superior,US,2020-05-25 02:02:29,46.72,-92.1,66.2,82,90,4.7
534,Coos Bay,US,2020-05-25 02:02:29,43.37,-124.22,68.0,59,90,18.34
535,Sahuaripa,MX,2020-05-25 02:02:29,29.05,-109.23,84.87,19,0,10.11
536,Galveston,US,2020-05-25 02:00:49,29.37,-94.97,82.4,74,40,11.41
537,Pacific Grove,US,2020-05-25 02:02:30,36.62,-121.92,70.0,52,1,8.05
538,Jacareacanga,BR,2020-05-25 02:02:30,-6.22,-57.75,73.58,95,96,1.43
539,Miandrivazo,MG,2020-05-25 02:02:30,-19.52,45.47,67.73,75,0,1.43
540,Pleshanovo,RU,2020-05-25 02:02:30,52.83,53.48,53.62,84,100,11.63
541,Adamas,GR,2020-05-25 02:02:30,36.73,24.43,62.6,67,0,4.7
542,Ussel,FR,2020-05-25 02:02:30,45.55,2.32,46.33,80,0,7.11
543,Suna,RU,2020-05-25 02:02:30,57.83,50.06,44.62,90,100,6.13
544,Teruel,ES,2020-05-25 02:02:31,40.67,-0.67,64.99,82,100,2.08
545,Torbay,CA,2020-05-25 02:02:31,47.67,-52.73,42.8,56,75,12.75
546,Kangundo,KE,2020-05-25 02:02:31,-1.3,37.35,62.6,88,40,6.93
547,Keti Bandar,PK,2020-05-25 02:02:31,24.14,67.45,84.42,75,0,20.15
548,Rincon,US,2020-05-25 02:00:37,32.3,-81.24,78.8,78,75,8.05
549,Boa Vista,BR,2020-05-25 02:02:31,2.82,-60.67,82.4,78,100,5.82
550,San Quintin,MX,2020-05-25 02:02:32,30.48,-115.95,63.93,79,0,13.87
551,Labuhan,ID,2020-05-25 02:02:32,-6.88,112.21,85.21,78,2,3.33
552,Cortez,US,2020-05-25 02:02:32,37.35,-108.59,66.2,16,1,12.75
553,Davila,PH,2020-05-25 02:02:32,18.47,120.58,86.0,70,40,2.24
